split,case,image,mask
val,294,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/294.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/294.png
val,cju2y26c588bo07993ksd8eoz,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2y26c588bo07993ksd8eoz.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2y26c588bo07993ksd8eoz.png
val,cju5waeduln160817w0agirve,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5waeduln160817w0agirve.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5waeduln160817w0agirve.png
val,cju306x7w05nb0835cunv799x,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju306x7w05nb0835cunv799x.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju306x7w05nb0835cunv799x.png
val,cju2zy1e49pqk0878t6ncqn12,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2zy1e49pqk0878t6ncqn12.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2zy1e49pqk0878t6ncqn12.png
val,cju2rz4k434s70855wwx3ddtx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2rz4k434s70855wwx3ddtx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2rz4k434s70855wwx3ddtx.png
val,cju7dtb1e2j0t0818deq51ib3,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dtb1e2j0t0818deq51ib3.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dtb1e2j0t0818deq51ib3.png
val,172,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/172.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/172.png
val,222,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/222.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/222.png
val,cju357rxxdaz30878y2esjpjt,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju357rxxdaz30878y2esjpjt.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju357rxxdaz30878y2esjpjt.png
val,cju87r56lnkyp0755hz30leew,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju87r56lnkyp0755hz30leew.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju87r56lnkyp0755hz30leew.png
val,cju887ftknop008177nnjt46y,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju887ftknop008177nnjt46y.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju887ftknop008177nnjt46y.png
val,87,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/87.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/87.png
val,cju7ezs7g2mxm098787atbran,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7ezs7g2mxm098787atbran.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7ezs7g2mxm098787atbran.png
val,cju8bgdmqrksy0801tozdmraa,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8bgdmqrksy0801tozdmraa.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8bgdmqrksy0801tozdmraa.png
val,475,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/475.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/475.png
val,cju1dq3x1vgx109889c7wyirg,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1dq3x1vgx109889c7wyirg.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1dq3x1vgx109889c7wyirg.png
val,454,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/454.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/454.png
val,cju5ddda9bkkt0850enzwatb1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ddda9bkkt0850enzwatb1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ddda9bkkt0850enzwatb1.png
val,402,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/402.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/402.png
val,cju2x7vw87mu30878hye2ca0m,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2x7vw87mu30878hye2ca0m.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2x7vw87mu30878hye2ca0m.png
val,cju2wx0gh7fpz0878wwyd9ep8,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2wx0gh7fpz0878wwyd9ep8.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2wx0gh7fpz0878wwyd9ep8.png
val,cju3y9difj6th0801kd1rqm3w,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3y9difj6th0801kd1rqm3w.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3y9difj6th0801kd1rqm3w.png
val,335,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/335.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/335.png
val,cju88gx09o2vk0818610zody3,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju88gx09o2vk0818610zody3.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju88gx09o2vk0818610zody3.png
val,cju40u30gkuzc0871rq7t666d,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju40u30gkuzc0871rq7t666d.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju40u30gkuzc0871rq7t666d.png
val,cju2htabevq9108015qjei0x7,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2htabevq9108015qjei0x7.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2htabevq9108015qjei0x7.png
val,cju5uxjnol2r509871qv2yeia,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5uxjnol2r509871qv2yeia.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5uxjnol2r509871qv2yeia.png
val,cju77vvcwzcm50850lzoykuva,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju77vvcwzcm50850lzoykuva.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju77vvcwzcm50850lzoykuva.png
val,cju2zgbj9zmrw0835nnlzxj4c,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2zgbj9zmrw0835nnlzxj4c.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2zgbj9zmrw0835nnlzxj4c.png
val,cju2hlm19vjjf0801o69qnber,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2hlm19vjjf0801o69qnber.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2hlm19vjjf0801o69qnber.png
val,343,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/343.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/343.png
val,cju1gv7106qd008784gk603mg,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1gv7106qd008784gk603mg.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1gv7106qd008784gk603mg.png
val,553,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/553.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/553.png
val,509,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/509.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/509.png
val,247,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/247.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/247.png
val,391,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/391.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/391.png
val,cju43lcnum9y10755bjs7z87f,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju43lcnum9y10755bjs7z87f.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju43lcnum9y10755bjs7z87f.png
val,cju3ul8dogf1z09872y2ecowp,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3ul8dogf1z09872y2ecowp.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3ul8dogf1z09872y2ecowp.png
val,322,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/322.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/322.png
val,cju8czvnztbf40871b4m7t78w,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8czvnztbf40871b4m7t78w.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8czvnztbf40871b4m7t78w.png
val,cju2iatlki5u309930zmgkv6h,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2iatlki5u309930zmgkv6h.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2iatlki5u309930zmgkv6h.png
val,cju2xa3i4y0160988i679zsqd,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2xa3i4y0160988i679zsqd.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2xa3i4y0160988i679zsqd.png
val,10,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/10.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/10.png
val,cju87z6o6nh73085045bzsx6o,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju87z6o6nh73085045bzsx6o.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju87z6o6nh73085045bzsx6o.png
val,277,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/277.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/277.png
val,603,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/603.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/603.png
val,95,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/95.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/95.png
val,489,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/489.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/489.png
val,248,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/248.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/248.png
val,cju43gfosm63n08714rpih8pe,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju43gfosm63n08714rpih8pe.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju43gfosm63n08714rpih8pe.png
val,259,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/259.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/259.png
val,360,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/360.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/360.png
val,554,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/554.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/554.png
val,cju7bb3ss1uoo0755pmhyco7t,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7bb3ss1uoo0755pmhyco7t.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7bb3ss1uoo0755pmhyco7t.png
val,440,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/440.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/440.png
val,cju8aeei7q8k308173n9y4klv,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8aeei7q8k308173n9y4klv.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8aeei7q8k308173n9y4klv.png
val,cju6z2616wqbk07555bvnuyr1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6z2616wqbk07555bvnuyr1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6z2616wqbk07555bvnuyr1.png
val,cju2i6acqvo6l0799u20fift8,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2i6acqvo6l0799u20fift8.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2i6acqvo6l0799u20fift8.png
val,cju8bssulrrcy0987h1vq5060,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8bssulrrcy0987h1vq5060.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8bssulrrcy0987h1vq5060.png
val,cju2srvy5440s0801y1ba9akr,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2srvy5440s0801y1ba9akr.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2srvy5440s0801y1ba9akr.png
val,cju1fuoa4wmc50835qfd11sp9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1fuoa4wmc50835qfd11sp9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1fuoa4wmc50835qfd11sp9.png
val,cju8b542nr81x0871uxnkm9ih,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8b542nr81x0871uxnkm9ih.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8b542nr81x0871uxnkm9ih.png
val,cju7dmlgf2ebw0871ieqas5fh,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7dmlgf2ebw0871ieqas5fh.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7dmlgf2ebw0871ieqas5fh.png
val,472,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/472.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/472.png
val,507,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/507.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/507.png
val,cju8ando2qqdo0818ck7i1be1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8ando2qqdo0818ck7i1be1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8ando2qqdo0818ck7i1be1.png
val,cju1ats0y372e08011yazcsxm,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1ats0y372e08011yazcsxm.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1ats0y372e08011yazcsxm.png
val,cju334jzo261t0835yqudnfs1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju334jzo261t0835yqudnfs1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju334jzo261t0835yqudnfs1.png
val,246,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/246.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/246.png
val,cju5wcc90lu020850mjrxppv6,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5wcc90lu020850mjrxppv6.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5wcc90lu020850mjrxppv6.png
val,75,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/75.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/75.png
val,392,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/392.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/392.png
val,293,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/293.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/293.png
val,cju5ukkg6kv7u08011x2b6zl5,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ukkg6kv7u08011x2b6zl5.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ukkg6kv7u08011x2b6zl5.png
val,cju77afzlz3kp07550x5nafzs,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju77afzlz3kp07550x5nafzs.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju77afzlz3kp07550x5nafzs.png
val,cju41r6v2lcww0871ps8k8pf5,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju41r6v2lcww0871ps8k8pf5.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju41r6v2lcww0871ps8k8pf5.png
val,cju3381d8bz3h07991xtl7ra0,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju3381d8bz3h07991xtl7ra0.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju3381d8bz3h07991xtl7ra0.png
val,cju7fmvpk2q170987v6i3ola8,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7fmvpk2q170987v6i3ola8.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7fmvpk2q170987v6i3ola8.png
val,390,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/390.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/390.png
val,cju8bw697rwg308177tg8huas,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8bw697rwg308177tg8huas.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8bw697rwg308177tg8huas.png
val,228,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/228.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/228.png
val,cju83h9ysjwe808716nt35oah,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju83h9ysjwe808716nt35oah.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju83h9ysjwe808716nt35oah.png
val,267,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/267.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/267.png
val,282,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/282.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/282.png
val,cju8828oxnool0801qno9luhr,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8828oxnool0801qno9luhr.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8828oxnool0801qno9luhr.png
val,420,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/420.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/420.png
val,444,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/444.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/444.png
val,458,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/458.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/458.png
val,cju5ca9hcatkc0801jzwe7tfx,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ca9hcatkc0801jzwe7tfx.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ca9hcatkc0801jzwe7tfx.png
val,cju2tjrog4jy30878pawyazqc,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2tjrog4jy30878pawyazqc.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2tjrog4jy30878pawyazqc.png
val,236,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/236.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/236.png
val,cju8bj2ssrmlm0871gc2ug2rs,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8bj2ssrmlm0871gc2ug2rs.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8bj2ssrmlm0871gc2ug2rs.png
val,cju1expq45zst0855rjqwwj4m,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1expq45zst0855rjqwwj4m.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1expq45zst0855rjqwwj4m.png
val,572,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/572.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/572.png
val,309,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/309.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/309.png
val,332,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/332.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/332.png
val,cju87vqa0ndwg0850onjdz7ol,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju87vqa0ndwg0850onjdz7ol.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju87vqa0ndwg0850onjdz7ol.png
val,cju8ca4geseia0850i2ru11hw,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8ca4geseia0850i2ru11hw.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8ca4geseia0850i2ru11hw.png
val,574,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/574.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/574.png
val,528,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/528.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/528.png
val,455,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/455.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/455.png
val,cju5ymyd8mmdc0801ry3by1xr,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ymyd8mmdc0801ry3by1xr.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ymyd8mmdc0801ry3by1xr.png
val,cju2s2527pfyr0993l3h1149a,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju2s2527pfyr0993l3h1149a.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju2s2527pfyr0993l3h1149a.png
val,cju8432cmkgq90871cxe4iptl,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8432cmkgq90871cxe4iptl.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8432cmkgq90871cxe4iptl.png
val,161,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/161.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/161.png
val,cju1dnz61vfp40988e78bkjga,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju1dnz61vfp40988e78bkjga.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju1dnz61vfp40988e78bkjga.png
val,362,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/362.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/362.png
val,cju7ahtkb1jr90801jck4kbds,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7ahtkb1jr90801jck4kbds.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7ahtkb1jr90801jck4kbds.png
val,226,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/226.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/226.png
val,379,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/379.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/379.png
val,cju84jdl9kv0i0871eog9b3i9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju84jdl9kv0i0871eog9b3i9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju84jdl9kv0i0871eog9b3i9.png
val,cju7aqkue1i2k09879uzcpt8r,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7aqkue1i2k09879uzcpt8r.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7aqkue1i2k09879uzcpt8r.png
val,cju6wjm81vgsc0987enk9n3pr,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju6wjm81vgsc0987enk9n3pr.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju6wjm81vgsc0987enk9n3pr.png
val,cju5ccpvqash50850kb4bs22k,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5ccpvqash50850kb4bs22k.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5ccpvqash50850kb4bs22k.png
val,cju40w3hbkwpn08015rbs3wko,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju40w3hbkwpn08015rbs3wko.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju40w3hbkwpn08015rbs3wko.png
val,549,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/549.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/549.png
val,cju32zhbnc1oy0801iyv1ix6p,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju32zhbnc1oy0801iyv1ix6p.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju32zhbnc1oy0801iyv1ix6p.png
val,cju5bwhapakm90987c1v4z46a,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5bwhapakm90987c1v4z46a.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5bwhapakm90987c1v4z46a.png
val,cju85rkbnlo1c08503uxcpax1,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju85rkbnlo1c08503uxcpax1.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju85rkbnlo1c08503uxcpax1.png
val,cju85a8h8llwm07559wxg4t5w,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju85a8h8llwm07559wxg4t5w.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju85a8h8llwm07559wxg4t5w.png
val,23,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/23.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/23.png
val,cju7efffp2ivf0817etg3jehl,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7efffp2ivf0817etg3jehl.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7efffp2ivf0817etg3jehl.png
val,338,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/338.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/338.png
val,203,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/203.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/203.png
val,cju7f5ghb2r5s0801chwkxxh9,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7f5ghb2r5s0801chwkxxh9.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7f5ghb2r5s0801chwkxxh9.png
val,cju5enq1tcn1i0755hnkon787,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju5enq1tcn1i0755hnkon787.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju5enq1tcn1i0755hnkon787.png
val,cju336l68y7if0993wf092166,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju336l68y7if0993wf092166.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju336l68y7if0993wf092166.png
val,cju7bduyq1rjf08719giru9ho,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju7bduyq1rjf08719giru9ho.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju7bduyq1rjf08719giru9ho.png
val,342,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/342.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/342.png
val,cju8c5223s8j80850b4kealt4,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/cju8c5223s8j80850b4kealt4.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/cju8c5223s8j80850b4kealt4.png
val,486,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/image/486.png,/root/autodl-tmp/wysiwyr_real/data/TrainDataset/masks/486.png
